osgb4000000074336935,http://data.ordnancesurvey.co.uk/id/osgb4000000074336935,Taobh Tuath,,,,populatedPlace,Village,99224.750,889741.930,8000,250000,98611.141,889277.176,99569.885,890503.625,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564812,http://data.ordnancesurvey.co.uk/id/osgb4000000074564812,Borve,eng,Borgh,gla,populatedPlace,Village,91747.000,880832.000,9000,250000,90933.439,880017.437,92155.028,881404.920,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564813,http://data.ordnancesurvey.co.uk/id/osgb4000000074564813,Baile,,,,populatedPlace,Hamlet,93005.700,881540.050,5000,25000,92832.523,881256.051,93332.523,881756.051,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543325,http://data.ordnancesurvey.co.uk/id/osgb4000000074543325,Ruisigearraidh,,Ruisgarry,eng,populatedPlace,Village,92493.000,881917.990,11000,250000,91948.918,880997.726,93678.237,882732.070,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65AJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65AJ,HS6 5AJ,,,,other,Postcode,85584.000,881451.000,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BD,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BD,HS6 5BD,,,,other,Postcode,92119.224,881509.544,3500,18000,,,,,,,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BB,HS6 5BB,,,,other,Postcode,92059.700,881455.600,3500,18000,,,,,,,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BR,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BR,HS6 5BR,,,,other,Postcode,93021.800,881499.400,3500,18000,,,,,,,Baile,http://data.ordnancesurvey.co.uk/id/4000000074564813,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BG,HS6 5BG,,,,other,Postcode,92718.900,881932.200,3500,18000,,,,,,,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BQ,HS6 5BQ,,,,other,Postcode,93002.761,882044.837,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BJ,HS6 5BJ,,,,other,Postcode,91557.876,880874.216,3500,18000,,,,,,,Borve / Borgh,http://data.ordnancesurvey.co.uk/id/4000000074564812,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BE,HS6 5BE,,,,other,Postcode,92134.125,882495.400,3500,18000,,,,,,,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33JA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33JA,HS3 3JA,,,,other,Postcode,99150.164,889836.504,3500,18000,,,,,,,Taobh Tuath,http://data.ordnancesurvey.co.uk/id/4000000074336935,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BL,HS6 5BL,,,,other,Postcode,91891.800,880929.100,3500,18000,,,,,,,Borve / Borgh,http://data.ordnancesurvey.co.uk/id/4000000074564812,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003423781,http://data.ordnancesurvey.co.uk/id/osgb4000000003423781,Church Road,,,,transportNetwork,Named Road,92056.942,881738.402,1000,20000,92037.324,881697.000,92090.000,881770.493,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BF,HS6 5BF,,,,other,Postcode,92052.100,881732.900,3500,18000,,,,,,,Ruisigearraidh / Ruisgarry,http://data.ordnancesurvey.co.uk/id/4000000074543325,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BH,HS6 5BH,,,,other,Postcode,92052.565,880959.415,3500,18000,,,,,,,Borve / Borgh,http://data.ordnancesurvey.co.uk/id/4000000074564812,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
